FileName,Title,Kanun No,Kanun
4735_sayili_kamu_ihaleleri_sozlesmeleri_kanununun_gecici_5_inci_maddesinin_uygulanmasina_iliskin_esa.docx,İstisna ve kapsam dışı alımlara ilişkin hükümler,11,"(1) 4734 sayılı Kanun kapsamındaki idarelerin bu Kanundan istisna edilen (3 üncü maddesindeki istisnalar dâhil) mal ve hizmet alımları ile yapım işlerine ilişkin imzalanan ve 2 nci maddenin birinci ve ikinci fıkrasında belirtilen şartları sağlayan sözleşmeleri için, bu Esasların yürürlüğe girdiği tarihten itibaren 120 gün içinde ilgili mevzuatında düzenleme yapılması kaydıyla, 1/7/2021 ile 31/12/2021 tarihleri arasında (bu tarihler dâhil) gerçekleştirilen kısımlar için ek fiyat farkı hesaplanabilir ve/veya bu sözleşmeler devredilebilir. Ek fiyat farkı, 5 inci, 6 ncı ve 7 nci maddelerde belirtilen mal ve hizmet alımları ile yapım işleri sözleşmelerinde hesaplanabilir. Bu kapsamda hesaplanan ek fiyat farkı tutarı, bu Esaslara göre verilebilecek ek fiyat farkı tutarını aşamaz.(2) Devlet Malzeme Ofisi Genel Müdürlüğünün 4734 sayılı Kanunun 3 üncü maddesinin birinci fıkrasının (g) bendi ile geçici 4 üncü maddesine göre idareler adına gerçekleştirdiği alımlarda ek fiyat farkı hesaplanmaz.(3) 4734 sayılı Kanun kapsamı dışındaki kamu kurum ve kuruluşlarının taraf olduğu mal ve hizmet alımları ile yapım işlerine ilişkin 2 nci maddenin birinci fıkrasında belirtilen şartları sağlayan sözleşmeler için, ilgili mevzuatında düzenleme yapılması kaydıyla, 1/7/2021 ile 31/12/2021 tarihleri arasında (bu tarihler dâhil) gerçekleştirilen kısımlar için ek fiyat farkı hesaplanabilir.(4) (Ek fıkra: 13.05.2022-31834 R.G./2. md.) 4734 sayılı Kanun kapsamındaki idarelerin, söz konusu Kanun ile diğer kanunlarda yer alan ve birbirlerinden yapacakları alımlara ilişkin özel hükümler içeren istisnalara göre imzaladıkları sözleşme veya sözleşme hükmündeki protokoller için tarafların karşılıklı olarak anlaşmaları kaydıyla bu Esaslara uygun olarak ek fiyat farkı verilebilir. Bu fıkra kapsamında ek fiyat farkı hesaplanabilmesi için yüklenici konumundaki idarenin, bu fıkranın yürürlüğe girdiği tarihten itibaren 30 gün içerisinde alımı yapan idareye yazılı olarak başvurması gereklidir.  "
4735_sayili_kamu_ihaleleri_sozlesmeleri_kanununun_gecici_5_inci_maddesinin_uygulanmasina_iliskin_esa.docx,Tereddütlerin giderilmesi,12,(1) Bu Esasların uygulanmasında ortaya çıkabilecek tereddütleri gidermeye Kamu İhale Kurumu yetkilidir.
4735_sayili_kamu_ihaleleri_sozlesmeleri_kanununun_gecici_5_inci_maddesinin_uygulanmasina_iliskin_esa.docx,Yürürlük,13,Bu Esaslar yayımı tarihinde yürürlüğe girer.
4735_sayili_kamu_ihaleleri_sozlesmeleri_kanununun_gecici_5_inci_maddesinin_uygulanmasina_iliskin_esa.docx,Yürütme,14,(1) Bu Esasları Cumhurbaşkanı yürütür.
4735_sayili_kamu_ihaleleri_sozlesmeleri_kanununun_gecici_6_nci_maddesinin_uygulanmasina_iliskin_esas.docx,Amaç,1,"(1) Bu Esasların amacı, 5/1/2002 tarihli ve 4735 sayılı Kamu İhale Sözleşmeleri Kanununun geçici 6 ncı maddesi uyarınca, artırımlı fiyat farkı ile ek fiyat farkı hesaplanması, süre uzatımı verilmesi ve sözleşmelerin feshine ilişkin usul ve esasların belirlenmesidir."
4735_sayili_kamu_ihaleleri_sozlesmeleri_kanununun_gecici_6_nci_maddesinin_uygulanmasina_iliskin_esas.docx,Kapsam,2,"(1) 1/4/2022 tarihinden önce 4/1/2002 tarihli ve 4734 sayılı Kamu İhale Kanununa göre ihale edilen mal ve hizmet alımları ile yapım işlerine ilişkin Türk lirası üzerinden yapılan ve 4735 sayılı Kanunun geçici 6 ncı maddesinin yürürlüğe girdiği 15/4/2022 tarihi itibarıyla devam eden (kabulü/geçici kabulü onaylanmamış olan) sözleşmelerde;a) 1/1/2022 ile 31/12/2023 tarihleri arasında (bu tarihler dâhil) gerçekleştirilen kısımlar için; ihale dokümanında fiyat farkı hesaplanmasına ilişkin hüküm bulunanlarda, sözleşmesine göre hesaplanan fiyat farkı tutarı bu Esaslara göre artırılır, ihale dokümanında fiyat farkı hesaplanmasına ilişkin hüküm bulunmayanlar ile hüküm bulunmakla birlikte sadece girdilerin bir kısmı için fiyat farkı hesaplananlarda hesaplanmayan kısımlar için de bu Esaslara göre fiyat farkı hesaplanır.  b) 1/1/2022 ile 31/3/2022 tarihleri arasında (bu tarihler dâhil) gerçekleştirilen kısımlar için, ihale dokümanında fiyat farkı hesaplanmasına ilişkin hüküm bulunup bulunmadığına bakılmaksızın verilecek ek fiyat farkı bu Esaslara göre hesaplanır. (2) 1/4/2022 tarihinden önce 4734 sayılı Kanuna göre ihale edilen (3 üncü maddesindeki istisnalar dâhil) yapım işlerine ilişkin Türk Lirası üzerinden imzalanan ve 15/4/2022 tarihi itibarıyla devam eden (geçici kabulü onaylanmamış olan) sözleşmelerde, 1/1/2022 ile 31/3/2022 tarihleri arasında (bu tarihler dâhil) iş programına göre gerçekleştirilemeyen iş miktarı için süre uzatımı bu Esaslara göre verilir.(3) 1/1/2022 tarihinden önce 4734 sayılı Kanuna göre ihale edilen mal ve hizmet alımları ile yapım işlerine ilişkin Türk lirası üzerinden imzalanan sözleşmelerden 15/4/2022 tarihi itibarıyla gerçekleşme oranı ilk sözleşme bedelinin yüzde 15’ine kadar olanlar (bu oran dâhil) yüklenicinin başvurusu halinde bu Esaslara göre feshedilip tasfiye edilir.(4) 4735 sayılı Kanunun geçici 6 ncı maddesinin altıncı fıkrasında belirtilen taşıma yoluyla eğitime erişim kapsamında öğrenci taşıma ve öğle yemeği hizmet alımlarına ilişkin imzalanan sözleşmelerde/protokollerde, bu Esaslar uygulanmaz.(5) 4734 sayılı Kanunun 22 nci maddesine göre yapılan alımlara ilişkin sözleşmelerde bu Esaslar uygulanmaz."
4735_sayili_kamu_ihaleleri_sozlesmeleri_kanununun_gecici_6_nci_maddesinin_uygulanmasina_iliskin_esas.docx,Dayanak,3,"(1) Bu Esaslar, 4735 sayılı Kanunun geçici 6 ncı maddesine dayanılarak hazırlanmıştır."
4735_sayili_kamu_ihaleleri_sozlesmeleri_kanununun_gecici_6_nci_maddesinin_uygulanmasina_iliskin_esas.docx,Tanımlar,4,"(1) Bu Esasların uygulanmasında;a) Anahtar teslimi götürü bedel: Uygulama projeleri ve bunlara ilişkin mahal listelerine dayalı olarak, işin tamamı için ihale üzerinde bırakılan istekli tarafından teklif edilen ve idarece uygun görülerek sözleşmeye bağlanan yapım işlerinde ödemeye esas toplam bedeli,b) Artırımlı fiyat farkı: 2 nci maddenin birinci fıkrasının (a) bendinde belirlenen sözleşmeler için bu Esaslara göre hesaplanacak fiyat farkını,c) Birim fiyat: Yapım işlerinde, ön veya kesin projelere ve bunlara ilişkin mahal listeleri ile birim fiyat tariflerine dayalı olarak, idarece hazırlanmış cetvelde yer alan her bir iş kalemi için istekli tarafından teklif edilerek idarece uygun görülen ve sözleşmede gösterilen ödemeye esas fiyatı; mal ve hizmet alımlarında, idarece belirlenen her bir iş kalemi için ihale üzerinde bırakılan istekli tarafından teklif edilen ve idarece uygun görülerek sözleşmeye bağlanan ödemeye esas fiyatı,ç) Ek fiyat farkı: 2 nci maddenin birinci fıkrasının (b) bendinde belirlenen sözleşmeler için bu Esaslara göre hesaplanacak fiyat farkını,d) Fiyat Farkına İlişkin Esaslar: İlgisine göre 27/6/2013 tarihli ve 2013/5217 sayılı Bakanlar Kurulu Kararı ile yürürlüğe konulan 4734 Sayılı Kamu İhale Kanununa Göre İhale Edilen Yapım İşlerinde Uygulanacak Fiyat Farkına İlişkin Esaslar, 27/6/2013 tarihli ve 2013/5215 sayılı Bakanlar Kurulu Kararı ile yürürlüğe konulan 4734 Sayılı Kamu İhale Kanununa Göre İhale Edilen Hizmet Alımlarında Uygulanacak Fiyat Farkına İlişkin Esaslar veya 27/6/2013 tarihli ve 2013/ 5216 sayılı Bakanlar Kurulu Kararı ile yürürlüğe konulan 4734 sayılı Kamu İhale Kanununa Göre İhale Edilen Mal Alımlarında Uygulanacak Fiyat Farkına İlişkin Esasları,e) Götürü bedel: Nitelik ve miktarı idarece belirlenen mal veya hizmet için ihale üzerinde bırakılan istekli tarafından teklif edilen ve idarece uygun görülerek sözleşmeye bağlanan ödemeye esas toplam bedeli,f) Gün: Takvim gününü,g) Güncel endeks: Uygulama ayına ait Türkiye İstatistik Kurumu (TÜİK) tarafından yayımlanan ilgili endeksi,ğ) İdare: 4734 sayılı Kanun kapsamındaki kurum ve kuruluşları,h) İş grubu: Yapım işlerinde, anahtar teslimi götürü bedel üzerinden sözleşmeye bağlanan işlerde, ara veya kesin ödemelere ilişkin iş kalemleri toplamından oluşan ve işin ilerleme yüzdelerini gösteren ödemeye esas iş kalemlerini; mal ve hizmet alımlarında, götürü bedel üzerinden sözleşmeye bağlanan işlerde, ara veya kesin ödemelere ilişkin iş kalemleri toplamından oluşan ve malın/işin teslim/ilerleme yüzdelerini gösteren ödemeye esas mal miktarı veya iş kalemlerini,ı) İş kalemi: Yapım işlerinde, birim fiyat üzerinden sözleşmeye bağlanan işlerde, teknik ve özel yapım şartları belirtilen, birim fiyat tarifi bulunan ve sözleşmesinde bedeli gösterilen veya sonradan yeni birim fiyatı yapılan ödemeye esas iş kalemlerini; mal ve hizmet alımlarında, birim fiyat üzerinden sözleşmeye bağlanan işlerde, teknik ve özel şartları belirtilen, birim fiyat tarifi bulunan ve sözleşmesinde bedeli gösterilen veya sonradan yeni birim fiyatı yapılan ödemeye esas mal veya iş kalemlerini,i) Satış fiyatı: Akaryakıt ürünleri için, bir önceki yıl gerçekleşen piyasa büyüklüklerine göre en büyük işlem hacmine sahip olduğu Enerji Piyasası Düzenleme Kurumu (EPDK) tarafından belirlenen ilk sekiz akaryakıt dağıtım şirketince, EPDK'ya bildirilen ve EPDK'nın internet sayfasında yayımlanan İstanbul İli, Avrupa yakası için geçerli bayi satış fiyatlarının KDV hariç aritmetik ortalamasını, ilk sekiz dağıtım şirketinin tamamının fiyat bildirmemesi halinde bunlardan fiyat bildirenlerin fiyatlarının KDV hariç aritmetik ortalamasını,j) Sözleşme: Anahtar teslimi götürü bedel, götürü bedel, birim fiyat veya karma teklif almak suretiyle Türk Lirası üzerinden idare ile yüklenici arasında imzalanan yazılı anlaşmayı ya da çerçeve anlaşmaya dayalı olarak idare ile yüklenici arasında imzalanan münferit sözleşmeyi,k) Sözleşme fiyatı: Birim fiyatlı işlerde uygulama ayında gerçekleşen iş kalemleri veya varsa ihzarat miktarlarının sözleşme birim fiyatlarıyla çarpılması sonucu bulunan tutarı, anahtar teslimi götürü bedel veya götürü bedel işlerde ise uygulama ayında gerçekleşen ilerleme yüzdesiyle sözleşme bedelinin çarpılması sonucu bulunan tutarı, l) Temel endeks: Artırımlı fiyat farkı hesabında ihale tarihinin (son teklif verme tarihinin) içinde bulunduğu aya ait endeksi; ek fiyat farkı hesabında ise 1/7/2021 tarihinden önce ihale edilen işlerde 2021 yılı Haziran ayına ait TÜİK tarafından yayımlanan ilgili endeksi, 1/7/2021 ile 31/3/2022 tarihleri arasında (bu tarihler dâhil) ihalesi yapılan işlerde ihale tarihinin (son teklif verme tarihinin) içinde bulunduğu aya ait TÜİK tarafından yayımlanan ilgili endeksi,m) Uygulama ayı/tarihi: Artırımlı fiyat farkı hesabında iş programına uygun olarak işlerin gerçekleştirilmesi gereken ayı, malın teslim edilmesi gereken tarihi veya bu tarihin içinde bulunduğu ayı; ek fiyat farkı hesabında ise işlerin gerçekleştirildiği veya malın teslim edildiği ayı,n) Yıl: Takvim yılını,ifade eder. (2) Bu Esaslarda tanım bulunmayan hallerde Fiyat Farkına İlişkin Esaslarda yer alan tanımlar geçerlidir."
4735_sayili_kamu_ihaleleri_sozlesmeleri_kanununun_gecici_6_nci_maddesinin_uygulanmasina_iliskin_esas.docx,İhale dokümanında fiyat farkı hesaplanmasına ilişkin hüküm bulunan sözleşmeler,5,"(1) Yapım işlerinde, 1/1/2022 - 31/12/2023 tarihleri arasında (bu tarihler dâhil) gerçekleştirilen kısımlar için fiyat farkı hesaplanmasında Fiyat Farkına İlişkin Esasların 5 inci maddesindeki formülde yer alan B katsayısı 0,90 yerine 1,00 olarak uygulanır.
(2) Hizmet alımlarında, 1/1/2022 - 31/12/2023 tarihleri arasında (bu tarihler dâhil) gerçekleştirilen kısımlar için fiyat farkı hesaplanmasında Fiyat Farkına İlişkin Esasların 5 inci maddesindeki formülde yer alan B katsayısı 0,90 yerine 1,00 olarak uygulanır.
(3) Mal alımlarında, 1/1/2022 - 31/12/2023 tarihleri arasında (bu tarihler dâhil) teslim edilen kısımlar için fiyat farkı hesaplanmasında Fiyat Farkına İlişkin Esaslara göre hesaplanan fiyat farkı tutarı yüzde 10 oranında artırılarak verilir."
4735_sayili_kamu_ihaleleri_sozlesmeleri_kanununun_gecici_6_nci_maddesinin_uygulanmasina_iliskin_esas.docx,İhale dokümanında fiyat farkı hesaplanmasına ilişkin hüküm bulunmayan sözleşmeler ile hüküm bulunmakla birlikte sadece girdilerin bir kısmı için fiyat farkı hesaplanan sözleşmeler,6,"(1) İhale dokümanında fiyat farkı hesaplanmasına ilişkin hüküm bulunmayan yapım işlerinde, 1/1/2022 - 31/12/2023 tarihleri arasında (bu tarihler dâhil) gerçekleştirilen kısımları için fiyat farkı hesaplanmasında;
Pn=  olmak üzere, 
Fd = An  x D x (Pn - 1) formülü kullanılır. 
(2) Hizmet alımlarında, 1/1/2022 - 31/12/2023 tarihleri arasında (bu tarihler dâhil)  gerçekleştirilen kısımları için fiyat farkı hesaplanmasında;
a) İhale dokümanında fiyat farkı hesaplanmasına ilişkin hüküm bulunmayan sözleşmeler için,
Pn=  olmak üzere, 
Fd = An  x D x (Pn - 1) formülü kullanılır. 
b) İhale dokümanında sadece Fiyat Farkına İlişkin Esasların 6 ncı maddesine göre fiyat farkı hesaplanacağı düzenlenen sözleşmeler için,
Pn=   olmak üzere, 
Fd = An  x D x (Pn - 1) formülü kullanılır.
(3) İhale dokümanında fiyat farkı hesaplanmasına ilişkin hüküm bulunmayan mal alımlarında, 1/1/2022 - 31/12/2023 tarihleri arasında (bu tarihler dâhil)  teslim edilen kısımları için fiyat farkı hesaplanmasında;
Fd = (M x B) x D x [( ) -1] formülü kullanılır.
(4) Bu madde kapsamında fiyat farkı hesaplanmasına ilişkin formülde yer alan değişkenlerden;
a) Fd: Artırımlı fiyat farkı tutarını,
b) D: 1/1/2022 - 31/12/2022 tarihleri arasında (bu tarihler dâhil) 0,25; 1/1/2023 - 31/12/2023 tarihleri arasında (bu tarihler dâhil) 0,15 sabit katsayısını,
c) An: 1/1/2022 tarihinden sonra (bu tarih dâhil) gerçekleştirilen sözleşme kısmı için yapılan ilk geçici hakedişte (n=1) olmak üzere (n) inci hakedişte; birim fiyatlı işlerde uygulama ayında gerçekleşen iş kalemleri ve ihzarat miktarlarının sözleşme birim fiyatlarıyla çarpılması sonucu bulunan tutarı, anahtar teslimi götürü bedel işlerde veya götürü bedel alımlarda ise uygulama ayında gerçekleşen ilerleme yüzdesiyle sözleşme bedelinin çarpılması sonucu bulunan tutarı,
ç) M: 1/1/2022 tarihinden sonra (bu tarih dâhil) gerçekleştirilen sözleşme kısmı için; birim fiyat sözleşmelerde idareye teslim edilen mal kalemi miktarını, götürü bedel sözleşmelerde ise toplam teslim yüzdesini,
d) B: Sözleşme fiyatını,
e) Pn:  1/1/2022 tarihinden sonra (bu tarih dâhil) gerçekleştirilen sözleşme kısmı için yapılan ilk geçici hakedişte (n=1) olmak üzere (n) inci hakedişte, birinci ve ikinci fıkralar kapsamındaki sözleşmeler için Go, Gn sayıları ile ilgisine göre a1 katsayısının da formüllere uygulanması sonucu bulunan fiyat farkı katsayısını,
f) Go, Gn: 4 üncü maddede tanımlanan temel endeks (o) ve güncel endeks (n)’e ilişkin olarak TÜİK tarafından aylık yayımlanan yurt içi üretici fiyat endeksi, 2003=100, CPA 2008 kısım, bölüm ve gruplarına göre tarihsel seri tablosunun “Yİ-ÜFE Genel” sütunundaki sayıyı,
g) a1: Haftalık çalışma saatinin tamamı idarede kullanılan işçiliklerin ağırlık oranını temsil eden, Fiyat Farkına İlişkin Esasların 6 ncı maddesine göre fiyat farkı hesaplanan ve sözleşmesinde belirtilen sabit katsayıyı; sözleşmesinde herhangi bir belirleme yapılmayan işlerde ise haftalık çalışma saatinin tamamı idarede kullanılan işçiliklerin yaklaşık maliyetteki kâr ve genel gider hariç tutarının, kâr ve genel gider hariç yaklaşık maliyet tutarına oranını,
ifade eder. 
(5) 31/12/2021 tarihinden önce ihale edilen ve sigorta poliçe başlangıç tarihi 1/2/2022 tarihinden sonra (bu tarih dâhil) olan sigorta sözleşmelerinin Karayolları Motorlu Araçlar Zorunlu Mali Sorumluluk Sigortasında Tarife Uygulama Esasları Hakkında Yönetmeliğin Geçici 12 nci maddesi uyarınca kurulan riskli sigortalılar havuzu kapsamındaki poliçe primleri yüzde 20 oranında artırılarak ödenir. Bu fıkra kapsamındaki poliçelerin 31/12/2023 tarihinden sonraki kısımları için artırımlı fiyat farkı hesaplanmaz."
4735_sayili_kamu_ihaleleri_sozlesmeleri_kanununun_gecici_6_nci_maddesinin_uygulanmasina_iliskin_esas.docx,Artırımlı fiyat farkı hesabına ilişkin uygulama esasları,7,"(1) Bu Esaslar kapsamında artırımlı fiyat farkı hesaplanabilmesi için yüklenicinin idareye yazılı olarak başvuruda bulunma şartı aranmaz. Ancak Esasların yürürlüğe girdiği tarihten önce düzenlenen hakedişlere ilişkin olarak artırımlı fiyat farkı hesaplanabilmesi için yüklenicinin idareye 30 gün içinde yazılı olarak başvurması gerekmektedir. Bu kapsamda Esaslarda yer verilen koşulları sağlayan sözleşmelerde artırımlı fiyat farkı verilmesi zorunludur.(2) 1/1/2022 tarihinden önce iş veya teslim süresi sona eren ancak bu tarihten sonra gecikme cezası uygulanarak devam eden sözleşmelerde artırımlı fiyat farkı hesaplanmaz.(3)  Fiyat Farkına İlişkin Esasların kapsamında bulunmayan araştırma ve geliştirme, piyasa araştırması ve anket, tanıtım, toplantı, organizasyon, sergileme, mesleki eğitim, fotoğraf, film, fikri ve güzel sanatlar gibi nitelikleri itibarıyla kısa süreli hizmetler ile sigorta (6 ncı maddenin beşinci fıkrasında belirtilen sigorta hizmeti alımları hariç), muhasebe ve 4734 sayılı Kanunun 48 inci maddesinde yer alan danışmanlık hizmetlerinden mali ve hukuki nitelikteki hizmet alımlarında artırımlı fiyat farkı hesaplanmaz.(4) İhale tarihi (son teklif verme tarihi) ile teslim tarihi arasındaki süre 60 gün ve altında olan mal alımları (kısmi teslim yapılan mal alımlarında bu sürede teslim edilen kısımlar için) ile ihale dokümanında fiyat farkı hesaplanacağı düzenlenen elektrik, ilaç, petrol ürünleri ve sıvılaştırılmış petrol gazı ürünleri alımlarında artırımlı fiyat farkı hesaplanmaz.(5) Artırımlı fiyat farkı hesabına ilişkin olarak bu bölümde hüküm bulunmayan hallerde Fiyat Farkına İlişkin Esaslar uygulanır."
